=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.07.26 22:04:39 =~=~=~=~=~=~=~=~=~=~=~=
Tstart,A0,A1,Tstop
4252328,429,158,4252552
4254452,430,159,4254680
4256580,430,159,4256808
4258704,430,159,4258936
4260828,429,158,4261056
4262952,430,159,4263176
4265080,429,158,4265304
4267204,430,159,4267432
4269328,429,158,4269552
4271452,430,159,4271680
4273576,429,159,4273800
4275704,430,159,4275928
4277828,430,159,4278056
4279952,429,159,4280176
4282076,430,159,4282304
4284204,429,158,4284432
4286328,430,159,4286552
4288452,430,159,4288680
4290580,430,159,4290808
4292704,429,159,4292928
4294828,430,159,4295056
4296952,429,158,4297176
4299080,430,159,4299304
4301204,429,158,4301432
4303328,430,159,4303552
4305452,429,159,4305680
4307580,430,159,4307808
4309704,430,158,4309928
4311828,430,158,4312056
4313952,430,159,4314176
4316080,429,158,4316304
4318204,430,159,4318432
4320328,430,159,4320552
4322452,430,159,4322680
4324580,429,159,4324808
4326704,430,159,4326928
4328828,430,159,4329056
4330952,430,159,4331176
4333080,429,159,4333304
4335204,430,159,4335432
4337328,429,159,4337552
4339452,430,159,4339680
4341580,429,159,4341808
4343704,430,159,4343928
4345828,430,159,4346056
4347952,430,158,4348176
4350080,430,159,4350304
4352204,429,158,4352432
4354328,430,159,4354552
4356452,429,159,4356680
4358580,430,159,4358808
4360704,430,159,4360928
4362828,430,159,4363056
4364952,429,158,4365176
4367080,430,159,4367304
4369204,430,158,4369432
4371328,430,159,4371552
4373452,429,159,4373680
4375580,430,159,4375808
4377704,429,158,4377928
4379828,429,158,4380056
4381952,430,159,4382176
4384076,429,158,4384304
4386204,430,159,4386432
4388328,429,158,4388552
4390452,430,159,4390680
4392580,430,158,4392808
4394704,430,158,4394928
4396828,429,159,4397064
4398952,430,159,4399176
4401080,429,158,4401304
4403208,430,159,4403432
4405328,429,159,4405552
4407452,430,159,4407680
4409576,429,159,4409800
4411704,430,159,4411928
4413828,430,159,4414056
4415952,429,158,4416176
4418080,430,159,4418304
4420204,429,159,4420432
4422328,430,159,4422552
4424452,430,159,4424680
4426580,430,159,4426808
4428704,429,158,4428928
4430828,430,159,4431056
4432952,429,158,4433176
4435080,430,159,4435304
4437204,429,159,4437432
4439328,430,159,4439552
4441452,430,159,4441680
4443576,430,159,4443800
4445704,429,158,4445928
4447828,429,158,4448056
4449952,430,159,4450176
4452080,429,158,4452304
4454204,430,159,4454432
4456328,429,158,4456552
4458452,430,159,4458680
4460576,429,159,4460800
4462704,430,159,4462928
4464828,429,158,4465056
4466952,430,159,4467176
4469080,430,158,4469304
4471204,430,159,4471432
4473328,430,159,4473552
4475452,430,159,4475680
4477580,430,158,4477808
4479704,430,159,4479928
4481828,430,159,4482056
4483952,429,158,4484176
4486080,430,159,4486304
4488208,429,158,4488432
4490328,430,159,4490552
4492452,429,158,4492680
4494580,430,159,4494808
4496704,429,158,4496928
4498828,430,159,4499056
4500952,429,158,4501176
4503080,430,159,4503304
4505204,429,158,4505432
4507328,430,159,4507552
4509452,429,159,4509680
4511580,430,159,4511808
4513704,429,158,4513928
4515828,429,159,4516056
4517952,430,159,4518176
4520076,429,158,4520304
4522204,430,159,4522432
4524328,429,159,4524552
4526452,430,159,4526680
4528580,429,158,4528808
4530704,430,159,4530928
4532828,429,158,4533056
4534952,430,159,4535176
4537080,429,158,4537304
4539204,430,158,4539432
4541328,429,159,4541560
4543452,430,159,4543680
4545580,429,158,4545808
4547704,430,159,4547928
4549828,430,159,4550056
4551952,429,158,4552176
4554080,430,159,4554304
4556204,429,159,4556432
4558328,430,159,4558552
4560452,429,159,4560680
4562576,430,159,4562800
4564704,429,158,4564928
4566828,430,158,4567056
4568952,429,158,4569176
4571080,430,159,4571304
4573204,430,158,4573432
4575328,430,159,4575552
4577452,430,158,4577680
4579580,430,158,4579808
4581704,429,158,4581928
4583828,429,159,4584056
4585952,430,159,4586176
4588080,429,159,4588304
4590204,430,159,4590432
4592328,430,158,4592552
4594452,430,159,4594680
4596580,430,159,4596808
4598704,430,159,4598928
4600828,430,158,4601064
4602952,430,159,4603176
4605076,430,158,4605304
4607204,430,159,4607432
4609328,430,159,4609552
4611452,431,159,4611680
4613576,430,158,4613800
4615704,429,158,4615928
4617828,429,159,4618056
4619952,428,159,4620176
4622080,429,159,4622304
4624204,429,159,4624432
4626328,432,159,4626552
4628452,432,159,4628680
4630580,434,159,4630808
4632704,434,158,4632928
4634828,432,159,4635056
4636952,431,158,4637176
4639076,430,159,4639304
4641204,428,158,4641432
4643328,429,158,4643552
4645452,430,158,4645680
4647580,428,158,4647808
4649704,427,158,4649928
4651828,428,158,4652056
4653952,429,158,4654176
4656076,428,158,4656304
4658204,432,158,4658432
4660328,435,158,4660552
4662452,432,158,4662680
4664580,432,158,4664808
4666704,431,158,4666928
4668828,427,158,4669056
4670952,432,158,4671176
4673080,430,158,4673304
4675204,427,158,4675432
4677328,426,158,4677552
4679452,424,158,4679688
4681576,423,158,4681800
4683704,425,159,4683928
4685836,424,159,4686064
4687952,425,159,4688176
4690076,423,159,4690304
4692204,426,159,4692432
4694328,426,159,4694552
4696452,419,159,4696680
4698580,435,159,4698808
4700704,495,159,4700928
4702828,464,159,4703056
4704952,383,158,4705176
4707080,290,159,4707304
4709204,173,159,4709432
4711328,166,159,4711552
4713452,163,159,4713680
4715580,160,159,4715808
4717704,158,159,4717928
4719828,158,159,4720056
4721952,157,159,4722176
4724080,156,158,4724304
4726204,156,158,4726432
4728328,156,158,4728552
4730452,156,158,4730680
4732580,156,158,4732808
4734704,156,158,4734928
4736828,156,158,4737056
4738952,156,158,4739176
4741076,156,158,4741304
4743204,156,158,4743432
4745328,156,158,4745552
4747452,156,158,4747680
4749576,156,158,4749800
4751704,156,158,4751928
4753828,156,158,4754056
4755952,156,158,4756176
4758080,156,159,4758304
4760204,156,159,4760432
4762328,156,159,4762552
4764452,156,159,4764680
4766580,156,159,4766808
4768704,156,159,4768928
4770836,156,159,4771064
4772952,156,159,4773176
4775080,156,159,4775304
4777204,156,160,4777432
4779328,156,162,4779552
4781452,156,164,4781680
4783580,157,170,4783808
4785704,157,223,4785928
4787828,156,339,4788056
4789952,156,428,4790176
4792080,156,480,4792304
4794204,155,535,4794432
4796328,155,606,4796552
4798452,155,646,4798680
4800580,156,656,4800808
4802704,156,638,4802928
4804828,156,620,4805056
4806952,156,618,4807176
4809080,155,615,4809304
4811204,155,618,4811432
4813328,155,620,4813552
4815452,155,626,4815680
4817580,155,626,4817808
4819704,155,628,4819928
4821828,155,633,4822056
4823952,155,633,4824184
4826080,155,635,4826304
4828204,155,633,4828432
4830328,155,630,4830552
4832452,155,632,4832680
4834576,155,628,4834800
4836704,155,628,4836928
4838828,155,628,4839056
4840952,155,625,4841176
4843076,155,628,4843304
4845204,155,627,4845432
4847328,155,625,4847552
4849452,155,622,4849680
4851580,156,622,4851808
4853704,155,624,4853928
4855828,156,623,4856056
4857952,156,624,4858176
4860080,156,625,4860304
4862204,156,627,4862432
4864328,156,628,4864552
4866452,156,628,4866680
4868576,156,628,4868800
4870704,156,626,4870928
4872828,156,630,4873056
4874952,156,633,4875176
4877076,156,633,4877304
4879204,156,636,4879432
4881328,156,637,4881552
4883452,156,650,4883688
4885580,156,668,4885808
4887704,157,675,4887928
4889828,158,674,4890056
4891952,159,661,4892176
4894076,161,656,4894304
4896204,162,659,4896432
4898328,164,656,4898552
4900452,167,639,4900680
4902580,186,628,4902808
4904704,284,636,4904928
4906828,349,655,4907056
4908952,361,666,4909176
4911080,347,670,4911304
4913204,380,668,4913432
4915328,443,661,4915552
4917452,502,643,4917680
4919580,524,622,4919808
4921704,522,614,4921928
4923828,503,612,4924056
4925952,476,613,4926176
4928080,451,615,4928304
4930204,438,616,4930432
4932328,430,617,4932552
4934452,423,619,4934680
4936580,421,620,4936808
4938704,425,620,4938928
4940828,422,621,4941056
4942952,424,624,4943176
4945076,431,624,4945304
4947204,433,625,4947432
4949328,432,624,4949552
4951452,433,624,4951680
4953580,434,626,4953808
4955704,438,626,4955928
4957828,444,626,4958056
4959952,448,624,4960176
4962080,446,623,4962312
4964204,444,622,4964432
4966328,448,622,4966552
4968460,448,622,4968688
4970580,447,621,4970808
4972704,444,621,4972928
4974828,440,622,4975056
4976952,439,621,4977176
4979076,443,622,4979304
4981204,439,622,4981432
4983328,434,623,4983552
4985452,432,625,4985680
4987576,432,624,4987800
4989704,432,624,4989928
4991828,432,623,4992056
4993952,432,623,4994176
4996080,431,622,4996304
4998204,428,623,4998432
5000328,425,621,5000552
5002452,428,621,5002680
5004576,432,622,5004800
5006704,434,623,5006928
5008828,432,623,5009056
5010952,431,623,5011176
5013080,430,622,5013304
5015204,429,622,5015432
5017328,426,620,5017552
5019452,425,619,5019680
5021576,424,620,5021800
5023704,423,620,5023928
5025828,426,620,5026056
5027952,427,619,5028176
5030080,428,619,5030304
5032204,427,618,5032432
5034328,428,618,5034552
5036452,427,618,5036680
5038580,428,619,5038808
5040704,428,619,5040928
5042828,430,620,5043056
5044952,429,620,5045176
5047080,430,621,5047304
5049204,429,620,5049432
5051328,430,620,5051552
5053460,430,619,5053688
5055580,430,618,5055808
5057704,431,618,5057928
5059828,431,618,5060056
5061952,432,619,5062176
5064076,432,620,5064304
5066204,433,620,5066432
5068328,432,620,5068552
5070452,433,620,5070680
5072580,433,620,5072808
5074704,433,620,5074928
5076828,433,620,5077056
5078952,433,620,5079176
5081080,433,620,5081304
5083204,432,620,5083432
5085328,431,620,5085552
5087452,431,620,5087680
5089580,431,622,5089808
5091704,432,622,5091928
5093828,433,623,5094056
5095952,433,623,5096176
5098080,434,623,5098304
5100204,434,623,5100432
5102328,434,623,5102552
5104452,433,623,5104680
5106580,434,624,5106808
5108704,433,623,5108928
5110828,433,623,5111056
5112952,433,623,5113176
5115076,433,623,5115304
5117204,433,623,5117432
5119328,433,623,5119552
5121452,432,623,5121680
5123580,432,622,5123808
5125704,432,623,5125928
5127828,432,622,5128056
5129952,432,623,5130176
5132080,431,622,5132304
5134204,432,623,5134432
5136328,431,622,5136552
5138452,432,623,5138680
5140580,432,622,5140808
5142704,432,623,5142928
5144828,432,623,5145056
5146952,433,623,5147176
5149080,433,623,5149304
5151204,434,623,5151432
5153328,434,623,5153552
5155452,434,623,5155680
5157580,434,623,5157808
5159704,434,623,5159928
5161828,434,623,5162056
5163952,434,623,5164176
5166076,434,623,5166312
5168204,434,623,5168432
5170328,434,623,5170552
5172452,434,623,5172680
5174580,434,623,5174808
5176704,434,622,5176928
5178828,435,623,5179056
5180952,434,622,5181176
5183080,434,622,5183304
5185204,434,622,5185432
5187328,434,622,5187552
5189452,434,623,5189680
5191580,434,622,5191808
5193704,434,622,5193928
5195828,434,622,5196056
5197952,434,622,5198176
5200080,434,622,5200304
5202204,434,622,5202432
5204328,434,622,5204552
5206452,434,622,5206680
5208576,434,622,5208800
5210704,434,622,5210928
5212828,434,622,5213056
5214952,434,622,5215176
5217076,434,622,5217304
5219204,434,622,5219432
5221328,434,622,5221552
5223452,434,622,5223680
5225580,434,622,5225808
5227704,434,622,5227928
5229828,434,622,5230056
5231952,434,622,5232176
5234076,434,622,5234304
5236204,434,622,5236432
5238328,434,622,5238552
5240452,434,622,5240680
5242580,434,622,5242808
5244704,434,622,5244936
5246828,434,622,5247056
5248952,434,622,5249176
5251084,434,622,5251312
5253204,434,622,5253432
5255328,434,621,5255552
5257452,434,622,5257680
5259580,434,622,5259808
5261704,434,622,5261928
5263828,433,622,5264056
5265952,434,622,5266176
5268080,433,622,5268304
5270204,434,622,5270432
5272328,434,622,5272552
5274452,434,622,5274680
5276580,434,622,5276808
5278704,434,622,5278928
5280828,434,622,5281056
5282952,434,622,5283176
5285080,434,622,5285304
5287204,435,622,5287432
5289328,434,622,5289552
5291452,434,622,5291680
5293580,435,623,5293808
5295704,434,622,5295928
5297828,435,622,5298056
5299952,434,622,5300176
5302080,434,622,5302304
5304204,434,622,5304448
5306328,435,623,5306552
5308452,434,622,5308680
5310580,435,623,5310808
5312704,434,623,5312928
5314828,434,623,5315056
5316952,434,623,5317176
5319080,434,623,5319304
5321204,434,623,5321432
5323328,435,622,5323552
5325452,434,623,5325680
5327580,434,623,5327808
5329704,435,623,5329928
5331828,434,623,5332056
5333952,434,623,5334176
5336084,434,623,5336312
5338204,434,623,5338432
5340328,434,623,5340552
5342452,435,623,5342680
5344580,434,623,5344808
5346704,434,623,5346928
5348828,434,623,5349056
5350952,434,623,5351176
5353076,434,623,5353304
5355204,435,623,5355432
5357328,434,623,5357552
5359452,434,623,5359680
5361580,434,623,5361808
5363704,434,623,5363928
5365828,434,623,5366056
5367952,434,623,5368176
5370076,434,623,5370304
5372204,434,623,5372432
5374328,435,623,5374552
5376452,434,623,5376680
5378580,435,623,5378808
5380704,434,623,5380928
5382828,434,623,5383056
5384952,434,623,5385176
5387080,434,623,5387304
5389204,434,623,5389432
5391328,435,623,5391552
5393452,435,623,5393680
5395576,434,623,5395800
5397704,434,623,5397928
5399828,434,623,5400056
5401952,435,623,5402176
5404080,434,623,5404304
5406204,435,623,5406432
5408328,434,623,5408552
5410452,435,623,5410680
5412580,434,623,5412808
5414704,434,623,5414928
5416828,434,623,5417056
5418952,434,623,5419176
5421080,434,623,5421304
5423204,435,623,5423432
5425328,434,623,5425552
5427452,434,623,5427680
5429580,434,623,5429808
5431704,434,623,5431928
5433828,434,623,5434056
5435952,434,623,5436176
5438080,434,623,5438304
5440204,434,623,5440432
5442328,435,623,5442552
5444452,434,623,5444680
5446576,434,623,5446800
5448708,434,623,5448936
5450828,434,623,5451056
5452952,434,623,5453176
5455080,435,623,5455304
5457204,434,623,5457432
5459328,434,623,5459552
5461452,435,623,5461680
5463576,434,623,5463800
5465704,434,623,5465928
5467828,434,623,5468056
5469952,435,623,5470176
5472080,434,623,5472304
5474204,434,623,5474432
5476328,434,623,5476552
5478452,435,623,5478680
5480576,434,623,5480800
5482704,435,623,5482928
5484828,434,623,5485056
5486952,435,623,5487176
5489080,434,623,5489304
5491204,435,623,5491432
5493328,434,623,5493552
5495452,434,623,5495680
5497580,434,623,5497808
5499704,434,623,5499928
5501828,434,623,5502056
5503952,434,623,5504176
5506076,434,623,5506304
5508204,434,623,5508432
5510328,435,623,5510552
5512452,434,623,5512680
5514580,434,623,5514808
5516704,434,623,5516928
5518828,434,623,5519056
5520952,434,623,5521176
5523080,434,623,5523304
5525204,434,623,5525432
5527328,434,623,5527560
5529452,434,623,5529680
5531580,434,623,5531808
5533708,435,623,5533936
5535828,434,623,5536056
5537952,434,623,5538176
5540080,434,623,5540304
5542204,435,623,5542432
5544328,434,623,5544552
5546452,434,623,5546680
5548580,434,623,5548808
5550704,434,623,5550928
5552828,434,623,5553056
5554952,434,623,5555176
5557080,434,623,5557304
5559204,435,623,5559432
5561328,434,623,5561552
5563452,434,623,5563680
5565580,434,623,5565808
5567704,434,623,5567928
5569828,434,623,5570056
5571952,434,623,5572176
5574076,435,623,5574304
5576204,434,623,5576432
5578328,435,623,5578552
5580452,434,623,5580680
5582580,434,623,5582808
5584704,434,623,5584928
5586828,434,623,5587064
5588952,434,623,5589176
5591080,435,623,5591304
5593204,434,623,5593432
5595328,434,623,5595552
5597452,435,623,5597680
5599580,434,623,5599808
5601704,434,623,5601928
5603828,434,623,5604056
5605952,434,623,5606176
5608076,434,623,5608304
5610204,435,623,5610432
5612328,434,623,5612552
5614452,434,623,5614680
5616580,434,623,5616808
5618708,434,623,5618936
5620828,434,623,5621056
5622952,434,623,5623176
5625080,434,623,5625304
5627204,435,623,5627432
5629328,434,623,5629552
5631452,434,623,5631680
5633580,434,623,5633808
5635704,434,623,5635928
5637828,434,623,5638056
5639952,434,623,5640176
5642076,435,623,5642304
5644204,434,623,5644432
5646328,435,623,5646552
5648452,434,623,5648680
5650580,434,623,5650808
5652704,434,623,5652928
5654828,435,623,5655056
5656952,434,623,5657176
5659080,435,623,5659304
5661204,434,623,5661432
5663328,434,622,5663552
5665452,435,623,5665680
5667580,434,623,5667808
5669704,434,623,5669928
5671828,434,623,5672056
5673952,435,623,5674176
5676080,434,623,5676304
5678204,435,623,5678432
5680328,434,623,5680552
5682452,434,623,5682680
5684580,434,622,5684808
5686704,434,623,5686928
5688828,434,622,5689056
5690952,435,623,5691176
5693080,434,623,5693304
5695204,434,622,5695432
5697328,434,623,5697552
5699452,434,622,5699680
5701580,434,623,5701808
5703704,434,622,5703928
5705828,434,623,5706056
5707952,434,622,5708176
5710080,435,623,5710304
5712204,434,622,5712432
5714328,435,623,5714552
5716452,434,622,5716680
5718580,434,623,5718808
5720704,434,622,5720928
5722828,434,623,5723056
5724952,434,622,5725176
5727076,435,622,5727304
5729204,434,623,5729432
5731336,434,622,5731560
5733452,434,623,5733680
5735580,434,622,5735808
5737704,434,623,5737928
5739828,434,622,5740056
5741952,435,623,5742176
5744080,434,622,5744304
5746204,435,622,5746432
5748328,434,622,5748552
5750452,434,622,5750680
5752580,434,622,5752808
5754704,435,622,5754928
5756828,434,622,5757056
5758952,435,623,5759176
5761080,434,622,5761304
5763204,434,622,5763432
5765328,435,623,5765552
5767452,434,622,5767680
5769576,435,622,5769800
5771704,434,622,5771928
5773828,435,623,5774056
5775952,434,623,5776176
5778080,435,622,5778304
5780204,434,622,5780432
5782328,435,622,5782552
5784452,434,622,5784680
5786580,435,622,5786808
5788704,434,622,5788928
5790828,435,622,5791056
5792952,434,622,5793176
5795080,435,622,5795304
5797204,435,623,5797432
5799328,434,622,5799552
5801452,435,622,5801680
5803580,434,622,5803808
5805704,435,622,5805928
5807828,434,622,5808056
5809952,435,622,5810184
5812076,434,622,5812304
5814204,435,622,5814432
5816336,434,622,5816560
5818452,434,622,5818680
5820580,434,622,5820808
5822704,435,622,5822928
5824828,434,622,5825056
5826952,435,622,5827176
5829080,434,623,5829304
5831204,434,622,5831432
5833328,435,622,5833552
5835452,434,622,5835680
5837580,435,622,5837808
5839704,434,622,5839928
5841828,435,623,5842056
5843952,434,622,5844176
5846080,435,622,5846304
5848204,434,622,5848432
5850328,435,622,5850552
5852452,434,622,5852680
5854580,435,622,5854808
5856704,434,622,5856928
5858828,435,622,5859056
5860952,434,622,5861176
5863080,435,622,5863304
5865204,435,622,5865432
5867328,434,622,5867552
5869452,435,622,5869688
5871576,434,622,5871800
5873704,435,622,5873928
5875828,434,622,5876056
5877952,435,622,5878176
5880080,434,622,5880304
5882204,435,622,5882432
5884328,434,622,5884552
5886452,435,622,5886680
5888580,434,622,5888808
5890704,435,622,5890928
5892828,434,622,5893056
5894952,435,622,5895176
5897080,434,623,5897304
5899204,434,622,5899432
5901336,435,622,5901560
5903452,434,622,5903680
5905580,435,623,5905808
5907704,434,622,5907928
5909828,435,622,5910056
5911952,434,622,5912176
5914076,435,622,5914304
5916204,434,622,5916432
5918328,435,622,5918552
5920452,434,622,5920680
5922576,435,622,5922800
5924704,434,622,5924928
5926828,435,623,5927056
5928952,434,622,5929176
5931080,435,622,5931304
5933204,434,622,5933432
5935328,434,622,5935552
5937452,435,622,5937680
5939580,434,622,5939808
5941704,435,623,5941928
5943828,434,622,5944056
5945952,435,623,5946176
5948080,434,622,5948304
5950204,434,622,5950432
5952328,434,622,5952552
5954452,435,623,5954680
5956580,434,622,5956808
5958704,435,623,5958928
5960828,434,622,5961056
5962952,435,622,5963176
5965080,434,623,5965304
5967204,434,622,5967432
5969328,434,622,5969552
5971452,434,622,5971680
5973580,435,623,5973808
5975704,434,622,5975928
5977828,435,623,5978056
5979952,434,622,5980176
5982080,435,622,5982304
5984204,434,622,5984432
5986328,434,622,5986552
5988452,434,622,5988680
5990580,435,623,5990808
5992704,434,622,5992928
5994828,435,623,5995056
5996952,434,622,5997176
5999080,434,622,5999304
6001204,434,623,6001432
6003328,434,622,6003552
6005452,434,622,6005680
6007580,434,622,6007816
6009704,435,623,6009928
6011828,434,622,6012056
6013960,435,623,6014184
6016080,434,622,6016304
6018204,434,623,6018432
6020328,434,622,6020552
6022452,434,623,6022680
6024576,434,622,6024800
6026704,435,623,6026928
6028828,434,622,6029056
6030952,435,622,6031176
6033080,434,623,6033304
6035204,434,622,6035432
6037328,434,623,6037552
6039452,434,622,6039680
6041580,435,623,6041808
6043704,434,622,6043928
6045828,435,623,6046056
6047952,434,622,6048176
6050080,435,623,6050304
6052204,434,622,6052432
6054328,434,623,6054552
6056452,434,622,6056680
6058580,435,623,6058808
6060704,434,622,6060928
6062828,435,623,6063056
6064952,434,622,6065176
6067080,434,622,6067304
6069204,434,623,6069432
6071328,434,622,6071552
6073452,435,623,6073680
6075580,434,622,6075808
6077704,435,623,6077928
6079828,434,622,6080056
6081952,434,623,6082176
6084076,434,622,6084304
6086204,434,623,6086432
6088328,434,622,6088552
6090452,434,623,6090680
6092576,434,622,6092808
6094704,435,623,6094928
6096828,434,622,6097056
6098960,435,622,6099184
6101076,434,623,6101304
6103204,434,622,6103432
6105328,434,623,6105552
6107452,434,622,6107680
6109576,435,623,6109800
6111704,434,622,6111928
6113828,435,623,6114056
6115952,434,622,6116176
6118080,434,623,6118304
6120204,434,622,6120432
6122328,435,623,6122552
6124452,434,622,6124680
6126580,435,623,6126808
6128704,434,622,6128928
6130828,434,623,6131056
6132952,434,623,6133176
6135080,434,622,6135304
6137204,434,623,6137432
6139328,434,622,6139552
6141452,435,623,6141680
6143580,434,622,6143808
6145704,435,623,6145928
6147828,434,622,6148056
6149952,434,623,6150176
6152076,434,622,6152312
6154204,434,623,6154432
6156328,434,622,6156552
6158452,435,623,6158680
6160580,434,622,6160808
6162704,435,623,6162928
6164828,434,622,6165056
6166952,435,622,6167176
6169080,434,623,6169304
6171204,434,623,6171432
6173328,435,623,6173552
6175452,434,622,6175680
6177576,435,623,6177800
6179704,434,622,6179928
6181828,435,623,6182056
6183956,434,622,6184184
6186080,434,622,6186304
6188204,434,622,6188432
6190328,434,623,6190552
6192452,434,622,6192680
6194576,435,623,6194800
6196704,434,622,6196928
6198828,434,623,6199056
6200952,434,623,6201176
6203080,434,622,6203304
6205204,434,623,6205432
6207328,434,622,6207552
6209452,435,623,6209680
6211580,434,622,6211808
6213704,435,623,6213928
6215828,434,622,6216056
6217952,434,623,6218176
6220080,434,622,6220304
6222204,434,622,6222432
6224328,434,622,6224552
6226452,435,623,6226680
6228580,434,622,6228808
6230704,435,623,6230928
6232828,434,622,6233056
6234952,434,622,6235176
6237076,434,623,6237304
6239204,434,622,6239432
6241328,435,623,6241552
6243452,434,622,6243680
6245580,435,623,6245808
6247704,434,622,6247928
6249828,434,623,6250056
6251952,434,622,6252176
6254076,434,623,6254304
6256204,434,622,6256432
6258328,435,623,6258552
6260452,434,622,6260680
6262580,435,623,6262808
6264704,434,622,6264928
6266828,434,622,6267056
6268952,434,623,6269176
6271080,434,622,6271304
6273204,435,623,6273432
6275328,434,622,6275552
6277452,435,623,6277680
6279576,434,622,6279800
6281704,434,623,6281928
6283828,434,622,6284056
6285952,434,622,6286176
6288076,434,622,6288304
6290204,434,623,6290440
6292328,434,623,6292552
6294452,435,623,6294680
6296584,434,622,6296808
6298704,434,623,6298928
6300828,434,622,6301056
6302952,434,622,6303176
6305080,434,623,6305304
6307204,434,622,6307432
6309328,435,623,6309552
6311452,434,622,6311680
6313580,435,622,6313808
6315704,434,622,6315928
6317828,434,623,6318056
6319952,434,622,6320176
6322080,434,623,6322304
6324204,434,622,6324432
6326328,435,623,6326552
6328452,434,622,6328680
6330580,434,623,6330808
6332704,434,622,6332928
6334828,434,622,6335056
6336952,434,623,6337176
6339080,434,622,6339304
6341204,435,623,6341432
6343328,434,622,6343552
6345452,435,623,6345680
6347576,434,622,6347800
6349704,434,623,6349928
6351828,434,622,6352056
6353952,434,623,6354176
6356080,434,622,6356304
6358204,435,623,6358432
6360328,434,622,6360552
6362452,434,623,6362680
6364580,434,622,6364808
6366704,434,623,6366928
6368828,434,622,6369056
6370952,434,622,6371176
6373080,434,623,6373304
6375204,434,622,6375432
6377328,435,623,6377552
6379452,434,622,6379680
6381584,434,623,6381808
6383704,434,622,6383928
6385828,434,623,6386056
6387952,434,622,6388176
6390080,434,623,6390304
6392204,434,622,6392432
6394328,435,623,6394552
6396452,434,622,6396680
6398576,434,623,6398800
6400704,434,622,6400928
6402828,434,622,6403056
6404952,434,623,6405176
6407080,434,622,6407304
6409204,435,623,6409432
6411328,434,622,6411552
6413452,435,623,6413680
6415580,434,622,6415808
6417704,435,623,6417928
6419828,434,622,6420056
6421952,434,623,6422176
6424080,434,623,6424304
6426204,435,623,6426432
6428328,434,622,6428552
6430452,434,623,6430680
6432580,434,622,6432808
6434704,434,623,6434936
6436828,434,623,6437056
6438952,434,622,6439176
6441080,435,623,6441304
6443204,434,622,6443432
6445328,435,623,6445552
6447452,434,622,6447680
6449580,434,623,6449808
6451704,434,622,6451928
6453828,434,623,6454056
6455952,434,622,6456176
6458076,435,623,6458304
6460204,434,622,6460432
6462328,435,623,6462552
6464452,434,622,6464680
6466580,434,623,6466808
6468704,434,622,6468928
6470828,434,622,6471056
6472952,434,623,6473176
6475080,434,622,6475304
6477204,435,623,6477432
6479328,434,622,6479552
6481452,435,623,6481680
6483580,434,622,6483808
6485704,434,623,6485928
6487828,434,622,6488056
6489952,435,623,6490176
6492076,434,622,6492304
6494204,435,623,6494432
6496328,434,622,6496552
6498452,434,623,6498680
6500580,434,622,6500808
6502704,434,622,6502928
6504828,434,623,6505056
6506952,434,622,6507176
6509080,435,623,6509304
6511204,434,622,6511432
6513328,435,623,6513552
6515452,434,622,6515680
6517580,434,622,6517808
6519704,434,622,6519928
6521828,435,622,6522056
6523952,434,622,6524176
6526080,435,623,6526304
6528204,434,622,6528432
6530328,435,623,6530552
6532452,434,622,6532680
6534580,434,623,6534808
6536704,434,622,6536928
6538828,434,622,6539056
6540952,435,623,6541176
6543080,434,622,6543304
6545204,435,623,6545432
6547328,434,622,6547552
6549452,434,623,6549680
6551580,434,622,6551808
6553704,434,623,6553928
6555828,434,622,6556056
6557952,435,623,6558176
6560080,434,622,6560304
6562204,435,623,6562432
6564328,434,622,6564552
6566452,434,623,6566680
6568580,434,622,6568808
6570704,434,622,6570928
6572828,434,623,6573064
6574952,434,622,6575176
6577080,435,623,6577304
6579208,434,622,6579432
6581328,435,623,6581552
6583452,434,622,6583680
6585576,434,623,6585800
6587704,434,622,6587928
6589828,435,623,6590056
6591952,434,622,6592176
6594080,435,623,6594304
6596204,434,622,6596432
6598328,435,623,6598552
6600452,434,622,6600680
6602580,434,623,6602808
6604704,434,622,6604928
6606828,434,622,6607056
6608952,435,623,6609176
6611076,434,622,6611304
6613204,435,623,6613432
6615328,434,622,6615552
6617452,434,623,6617680
6619580,434,622,6619808
6621704,434,623,6621928
6623828,434,622,6624056
6625952,435,623,6626176
6628080,434,622,6628304
6630204,435,623,6630432
6632328,434,622,6632552
6634452,434,623,6634680
6636580,434,622,6636808
6638704,435,622,6638928
6640828,434,623,6641056
6642952,434,622,6643176
6645076,435,623,6645304
6647204,434,622,6647432
6649328,435,623,6649552
6651452,434,622,6651680
6653580,434,623,6653808
6655704,434,622,6655928
6657828,435,623,6658056
6659952,434,622,6660176
6662076,435,623,6662304
6664208,434,622,6664432
6666328,435,623,6666552
6668452,434,622,6668680
6670580,434,622,6670808
6672704,434,623,6672928
6674828,434,622,6675056
6676952,435,623,6677176
6679076,434,622,6679304
6681204,435,623,6681432
6683328,434,622,6683552
6685452,434,623,6685680
6687580,434,622,6687808
6689704,434,623,6689928
6691828,434,622,6692056
6693952,435,623,6694176
6696080,434,622,6696304
6698204,434,623,6698432
6700328,434,622,6700552
6702452,434,623,6702680
6704580,434,622,6704808
6706704,435,622,6706928
6708828,435,623,6709056
6710952,434,622,6711176
6713080,435,623,6713304
