=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.07.26 22:04:39 =~=~=~=~=~=~=~=~=~=~=~=
Tstart,A0,A1,Tstop
31187892,432,623,31188120
31190188,447,657,31190416
31192484,529,523,31192712
31194780,500,249,31195008
31197072,502,162,31197304
31199368,461,159,31199592
31201664,424,159,31201888
31203960,424,158,31204184
31206252,432,159,31206480
31208548,427,158,31208776
31210844,428,158,31211072
31213136,427,158,31213360
31215432,423,158,31215656
31217728,424,159,31217952
31220024,422,158,31220248
31222316,416,159,31222544
31224612,401,158,31224840
31226908,165,159,31227136
31229204,158,158,31229432
31231500,156,158,31231728
31233792,156,158,31234016
31236088,156,158,31236312
31238384,156,158,31238608
31240680,156,158,31240904
31242972,156,158,31243200
31245268,156,158,31245496
31247564,155,158,31247792
31249856,156,159,31250080
31252152,156,162,31252376
31254448,156,270,31254672
31256744,155,522,31256968
31259036,156,652,31259264
31261332,155,611,31261560
31263628,155,624,31263864
31265924,155,631,31266152
31268220,155,629,31268448
31270512,155,624,31270736
31272808,155,622,31273032
31275104,155,622,31275328
31277396,155,627,31277624
31279692,156,631,31279920
31281988,156,658,31282216
31284284,161,656,31284512
31286580,271,635,31286808
31288872,451,656,31289096
31291168,468,611,31291400
31293464,424,618,31293688
31295760,431,623,31295984
31298052,445,621,31298280
31300348,438,620,31300576
31302644,429,620,31302872
31304940,426,619,31305168
31307232,432,620,31307456
31309528,434,622,31309752
31311824,443,654,31312048
31314120,523,540,31314344
31316412,499,249,31316640
31318708,515,161,31318936
31321004,438,158,31321232
31323296,425,159,31323520
31325592,431,158,31325816
31327888,432,158,31328112
31330184,427,159,31330408
31332476,430,158,31332704
31334772,430,158,31335000
31337068,422,158,31337296
31339364,424,158,31339592
31341656,417,159,31341880
31343952,434,158,31344176
31346248,166,159,31346472
31348544,158,158,31348768
31350840,156,158,31351064
31353132,156,158,31353360
31355428,156,158,31355656
31357724,156,158,31357960
31360024,156,158,31360248
31362312,156,158,31362536
31364608,156,158,31364832
31366904,156,159,31367128
31369200,156,160,31369424
31371492,157,198,31371720
31373788,156,493,31374016
31376084,156,655,31376312
31378380,156,612,31378608
31380672,155,624,31380896
31382968,155,631,31383192
31385264,155,630,31385488
31387560,155,624,31387784
31389852,155,622,31390080
31392148,155,622,31392376
31394444,156,626,31394672
31396740,156,631,31396968
31399032,156,668,31399256
31401328,163,658,31401552
31403624,361,664,31403848
31405920,525,614,31406144
31408212,430,615,31408440
31410508,430,623,31410736
31412804,445,621,31413032
31415100,438,620,31415328
31417392,433,621,31417616
31419688,430,620,31419912
31421984,431,620,31422208
31424276,434,621,31424504
31426580,442,649,31426808
31428868,524,532,31429096
31431164,487,213,31431392
31433460,527,160,31433688
31435752,425,159,31435976
31438048,424,159,31438272
31440344,429,158,31440568
31442636,428,158,31442864
31444932,427,158,31445160
31447228,428,158,31447456
31449524,425,158,31449752
31451820,422,158,31452048
31454112,424,159,31454336
31456408,481,158,31456632
31458704,168,159,31458928
31461000,159,158,31461224
31463292,156,158,31463520
31465588,156,158,31465816
31467884,156,158,31468112
31470180,156,159,31470408
31472472,156,158,31472696
31474768,156,158,31474992
31477064,156,158,31477288
31479360,156,159,31479584
31481652,156,163,31481880
31483948,157,325,31484176
31486244,155,586,31486472
31488540,156,622,31488768
31490832,156,616,31491056
31493136,155,629,31493360
31495424,155,630,31495648
31497720,155,626,31497944
31500012,155,624,31500240
31502308,155,622,31502536
31504604,156,627,31504832
31506900,156,631,31507128
31509192,156,666,31509416
31511488,163,658,31511712
31513784,358,662,31514008
31516080,525,614,31516304
31518372,428,616,31518600
31520668,431,623,31520896
31522964,445,621,31523192
31525260,442,620,31525488
31527552,430,620,31527776
31529848,426,619,31530072
31532144,432,620,31532368
31534440,432,622,31534664
31536732,446,656,31536960
31539028,527,459,31539256
31541324,438,168,31541552
31543620,514,159,31543848
31545912,417,158,31546136
31548208,423,158,31548432
31550504,433,158,31550728
31552800,425,158,31553024
31555092,430,158,31555320
31557388,429,158,31557616
31559688,422,158,31559912
31561980,423,158,31562208
31564272,440,159,31564496
31566568,308,158,31566792
31568864,161,159,31569088
31571160,156,158,31571384
31573452,156,158,31573680
31575748,156,158,31575976
31578044,156,158,31578272
31580340,156,158,31580568
31582632,156,158,31582856
31584928,156,159,31585152
31587224,156,159,31587448
31589520,156,161,31589744
31591812,156,304,31592040
31594108,155,580,31594336
31596404,156,620,31596632
31598700,155,616,31598928
31600992,155,630,31601216
31603288,155,629,31603512
31605584,155,625,31605808
31607876,155,621,31608104
31610172,156,622,31610400
31612468,156,626,31612696
31614764,155,635,31614992
31617060,158,662,31617288
31619352,195,625,31619576
31621648,458,653,31621872
31623944,453,613,31624168
31626240,421,622,31626472
31628532,440,624,31628760
31630828,442,620,31631056
31633124,434,622,31633352
31635420,431,620,31635648
31637712,432,621,31637936
31640008,433,622,31640232
31642304,445,657,31642528
31644600,531,473,31644824
31646892,443,169,31647120
31649188,515,159,31649416
31651484,418,158,31651712
31653780,425,158,31654008
31656072,433,158,31656296
31658368,425,158,31658592
31660664,430,158,31660888
31662960,425,158,31663184
31665252,423,158,31665480
31667548,425,159,31667776
31669844,491,158,31670072
31672140,197,158,31672368
31674432,159,158,31674656
31676728,156,158,31676952
31679024,156,158,31679248
31681320,156,158,31681544
31683612,156,158,31683840
31685908,156,158,31686136
31688204,155,158,31688432
31690500,155,158,31690728
31692792,156,159,31693016
31695088,156,169,31695312
31697384,156,467,31697608
31699676,156,655,31699904
31701972,156,611,31702200
31704268,155,625,31704496
31706564,155,633,31706792
31708860,155,624,31709088
31711152,155,625,31711376
31713448,155,621,31713672
31715744,156,627,31715968
31718040,156,631,31718264
31720332,157,671,31720568
31722628,164,652,31722856
31724924,357,670,31725152
31727220,505,609,31727448
31729512,423,618,31729736
31731808,433,624,31732032
31734104,446,619,31734328
31736400,434,621,31736624
31738692,432,621,31738920
31740988,431,620,31741216
31743284,433,622,31743512
31745580,445,657,31745808
31747872,531,473,31748104
31750168,443,169,31750392
31752464,511,159,31752688
31754760,421,158,31754984
31757052,428,159,31757280
31759348,432,158,31759576
31761644,427,158,31761872
31763940,430,158,31764168
31766232,424,158,31766456
31768528,423,158,31768752
31770824,421,159,31771048
31773116,439,158,31773344
31775412,164,159,31775640
31777708,157,158,31777936
31780004,156,158,31780232
31782300,156,158,31782528
31784592,156,158,31784816
31786888,156,158,31787112
31789184,156,158,31789408
31791480,156,159,31791704
31793772,156,159,31794000
31796068,156,162,31796296
31798364,156,355,31798592
31800660,155,621,31800888
31802952,156,614,31803176
31805248,155,623,31805472
31807544,155,631,31807768
31809840,156,628,31810064
31812132,155,625,31812360
31814428,155,622,31814664
31816728,156,626,31816952
31819020,156,631,31819248
31821312,156,668,31821536
31823608,164,655,31823832
31825904,362,669,31826128
31828200,516,610,31828424
31830492,421,618,31830720
31832788,432,624,31833016
31835084,447,619,31835312
31837380,433,622,31837608
31839672,432,621,31839896
31841968,429,619,31842192
31844264,434,622,31844488
31846560,443,656,31846784
31848852,532,482,31849080
31851148,441,168,31851376
31853444,503,159,31853672
31855740,423,158,31855968
31858032,430,159,31858256
31860328,430,158,31860552
31862624,427,158,31862848
31864920,427,158,31865144
31867212,425,158,31867440
31869508,424,159,31869736
31871804,418,159,31872032
31874100,394,158,31874328
31876392,163,159,31876616
31878688,157,158,31878912
31880984,156,158,31881208
31883284,156,158,31883512
31885572,156,158,31885800
31887868,156,158,31888096
31890164,156,158,31890392
31892460,156,159,31892688
31894752,156,159,31894976
31897048,157,173,31897272
31899344,156,493,31899568
31901636,156,643,31901864
31903932,155,614,31904160
31906228,155,626,31906456
31908524,155,629,31908752
31910820,155,625,31911048
31913112,155,621,31913336
31915408,156,623,31915632
31917704,156,625,31917928
31920000,156,640,31920224
31922292,161,656,31922520
31924588,349,661,31924816
31926884,522,610,31927112
31929180,420,618,31929408
31931472,431,623,31931696
31933768,447,619,31933992
31936064,433,621,31936288
31938360,432,621,31938584
31940652,431,620,31940880
31942948,433,622,31943176
31945244,448,653,31945472
31947536,511,421,31947760
31949840,446,164,31950064
31952128,467,159,31952352
31954424,424,158,31954648
31956720,428,158,31956944
31959012,426,158,31959240
31961308,430,158,31961536
31963604,428,158,31963832
31965896,420,158,31966120
31968192,420,158,31968416
31970488,471,158,31970712
31972784,215,158,31973008
31975080,159,158,31975304
31977372,156,158,31977600
31979668,156,158,31979896
31981964,156,158,31982192
31984260,156,158,31984488
31986552,156,158,31986776
31988848,156,158,31989072
31991144,155,159,31991368
31993440,156,161,31993664
31995732,156,345,31995960
31998028,155,630,31998256
32000324,156,613,32000552
32002620,155,623,32002848
32004912,155,632,32005136
32007208,155,624,32007432
32009504,155,625,32009728
32011796,155,621,32012024
32014092,156,626,32014320
32016396,156,633,32016624
32018684,157,670,32018912
32020980,193,623,32021208
32023272,473,648,32023496
32025568,440,614,32025792
32027864,429,623,32028088
32030156,443,620,32030384
32032452,436,622,32032680
32034748,435,622,32034976
32037044,429,618,32037272
32039340,435,621,32039568
32041632,443,655,32041856
32043928,531,479,32044152
32046224,437,167,32046448
32048520,489,159,32048744
32050812,424,159,32051040
32053108,431,158,32053336
32055404,428,158,32055632
32057700,431,158,32057928
32059992,431,157,32060216
32062288,423,158,32062512
32064584,424,159,32064808
32066880,487,158,32067104
32069172,172,159,32069400
32071468,158,158,32071696
32073764,156,158,32073992
32076060,156,158,32076288
32078352,156,158,32078576
32080648,156,158,32080872
32082948,156,158,32083176
32085240,156,159,32085464
32087532,156,159,32087760
32089828,157,169,32090056
32092124,156,487,32092352
32094420,155,645,32094648
32096712,155,615,32096936
32099008,155,629,32099232
32101304,156,629,32101528
32103600,155,623,32103824
32105892,155,621,32106120
32108188,155,626,32108416
32110484,156,631,32110712
32112780,157,675,32113008
32115072,171,628,32115296
32117368,441,657,32117592
32119664,443,613,32119888
32121960,427,622,32122184
32124252,444,621,32124480
32126548,437,621,32126776
32128844,435,622,32129072
32131140,429,618,32131368
32133432,436,621,32133656
32135728,442,653,32135952
32138024,532,481,32138248
32140320,437,166,32140544
32142612,480,159,32142840
32144908,425,159,32145136
32147204,429,159,32147432
32149496,429,158,32149728
32151792,431,158,32152016
32154088,429,158,32154312
32156384,425,159,32156608
32158680,425,159,32158904
32160972,461,158,32161200
32163268,164,159,32163496
32165564,157,158,32165792
32167856,156,158,32168080
32170152,156,158,32170376
32172448,156,158,32172672
32174744,156,158,32174968
32177040,156,159,32177272
32179332,156,159,32179560
32181628,156,161,32181856
32183924,156,375,32184152
32186216,155,646,32186440
32188512,156,610,32188736
32190808,155,624,32191032
32193104,155,631,32193328
32195400,155,625,32195624
32197692,155,621,32197920
32199988,156,624,32200216
32202284,156,629,32202512
32204580,156,668,32204808
32206872,165,644,32207096
32209168,386,667,32209392
32211464,456,612,32211688
32213756,426,623,32213984
32216052,444,621,32216280
32218348,433,623,32218576
32220644,434,622,32220872
32222936,431,620,32223160
32225232,433,622,32225456
32227528,449,636,32227752
32229824,495,321,32230048
32232120,520,161,32232344
32234412,417,158,32234640
32236708,423,158,32236936
32239004,430,158,32239232
32241300,425,158,32241528
32243592,424,158,32243816
32245888,420,158,32246112
32248184,421,158,32248408
32250480,487,158,32250704
32252772,167,159,32253000
32255068,157,158,32255296
32257364,156,158,32257592
32259656,156,158,32259880
32261952,156,158,32262176
32264248,156,158,32264472
32266544,155,158,32266768
32268840,156,159,32269064
32271132,156,163,32271368
32273428,156,435,32273656
32275724,156,654,32275952
32278020,156,613,32278248
32280312,155,629,32280536
32282608,155,629,32282832
32284904,155,626,32285128
32287200,155,621,32287424
32289492,156,627,32289720
32291788,156,635,32292016
32294084,161,656,32294312
32296380,362,667,32296608
32298672,506,610,32298896
32300968,422,621,32301192
32303264,446,622,32303488
32305560,440,621,32305784
32307852,435,622,32308080
32310148,429,619,32310376
32312444,434,623,32312672
32314740,450,628,32314968
32317032,500,278,32317256
32319328,525,159,32319552
32321624,420,159,32321848
32323916,429,158,32324144
32326212,426,158,32326440
32328508,430,158,32328736
32330804,425,158,32331032
32333100,420,158,32333328
32335392,412,159,32335616
32337688,290,158,32337912
32339988,158,158,32340216
32342276,156,158,32342504
32344572,156,158,32344800
32346868,156,158,32347096
32349164,156,158,32349392
32351460,156,158,32351688
32353752,156,159,32353976
32356048,156,165,32356272
32358344,156,479,32358568
32360640,156,635,32360864
32362932,155,618,32363160
32365228,155,631,32365456
32367524,155,624,32367752
32369816,155,623,32370040
32372112,155,623,32372336
32374408,156,628,32374632
32376704,157,673,32376928
32379000,180,624,32379224
32381292,514,626,32381520
32383588,420,618,32383816
32385884,435,624,32386112
32388180,437,620,32388408
32390472,430,620,32390696
32392768,429,618,32392992
32395064,434,622,32395288
32397356,448,643,32397584
32399652,499,286,32399880
32401948,526,160,32402176
32404244,421,158,32404472
32406544,429,158,32406768
32408832,427,158,32409056
32411128,430,158,32411352
32413424,425,158,32413648
32415720,422,158,32415944
32418012,490,158,32418240
32420308,166,159,32420536
32422604,157,158,32422832
32424900,156,158,32425128
32427192,156,158,32427416
32429488,156,158,32429712
32431784,156,158,32432008
32434080,156,159,32434304
32436372,156,161,32436600
32438668,156,393,32438896
32440964,156,655,32441192
32443260,155,615,32443488
32445552,155,631,32445776
32447848,155,624,32448072
32450144,155,622,32450368
32452440,156,623,32452664
32454732,156,630,32454960
32457028,157,675,32457256
32459324,201,627,32459552
32461620,524,616,32461848
32463912,420,618,32464136
32466208,437,624,32466432
32468504,441,621,32468728
32470800,435,622,32471024
32473100,431,620,32473328
32475388,430,619,32475616
32477684,504,566,32477912
32479976,445,168,32480200
32482272,462,159,32482496
32484568,424,159,32484792
32486864,434,158,32487088
32489156,428,158,32489384
32491452,430,158,32491680
32493748,425,159,32493976
32496044,422,159,32496272
32498340,323,158,32498568
32500632,159,159,32500856
32502928,156,158,32503152
32505224,156,158,32505448
32507520,156,158,32507744
32509812,156,159,32510040
32512108,156,159,32512336
32514404,156,160,32514632
32516696,157,308,32516920
32518992,156,646,32519216
32521288,156,612,32521512
32523584,155,630,32523808
32525876,156,623,32526104
32528172,155,623,32528400
32530468,155,622,32530696
32532764,156,631,32532992
32535060,158,669,32535288
32537352,325,653,32537576
32539656,501,609,32539880
32541944,422,622,32542168
32544240,445,621,32544464
32546532,433,621,32546760
32548828,426,619,32549056
32551124,436,620,32551352
32553416,446,657,32553640
32555712,493,333,32555936
32558008,526,160,32558232
32560304,423,158,32560528
32562600,428,158,32562824
32564892,425,158,32565120
32567188,424,158,32567416
32569484,419,158,32569712
32571780,423,158,32572008
32574072,398,158,32574296
32576368,160,159,32576592
32578664,156,158,32578888
32580960,156,158,32581184
32583252,156,158,32583480
32585548,155,158,32585776
32587844,155,158,32588072
32590140,156,159,32590368
32592432,157,263,32592656
32594728,155,646,32594952
32597024,156,613,32597248
32599320,155,630,32599544
32601612,155,623,32601840
32603908,155,622,32604136
32606204,155,623,32606432
32608500,156,631,32608728
32610792,158,664,32611016
32613088,342,658,32613312
32615384,492,609,32615608
32617680,426,622,32617904
32619972,447,620,32620200
32622268,432,621,32622496
32624564,428,619,32624792
32626860,433,622,32627088
32629152,449,633,32629376
32631448,494,229,32631672
32633744,510,159,32633976
32636040,425,159,32636264
32638332,432,158,32638560
32640628,428,158,32640856
32642924,430,158,32643152
32645216,425,159,32645440
32647512,416,159,32647736
32649808,226,158,32650032
32652104,158,158,32652328
32654400,156,158,32654624
32656692,156,158,32656920
32658988,156,158,32659216
32661284,156,158,32661512
32663580,156,159,32663808
32665872,156,165,32666096
32668168,156,510,32668392
32670464,156,616,32670688
32672756,155,623,32672984
32675052,155,627,32675280
32677348,155,626,32677576
32679644,155,622,32679872
32681940,156,628,32682168
32684232,157,675,32684456
32686528,264,640,32686752
32688824,517,610,32689048
32691120,421,622,32691344
32693412,444,621,32693640
32695708,433,621,32695936
32698004,425,619,32698232
32700300,437,621,32700544
32702592,447,646,32702816
32704888,497,241,32705112
32707184,501,159,32707408
32709480,423,158,32709704
32711772,433,158,32712000
32714068,428,158,32714296
32716364,430,158,32716592
32718656,423,158,32718880
32720952,419,159,32721176
32723248,171,158,32723472
32725544,157,158,32725768
32727840,156,158,32728072
32730136,156,158,32730360
32732428,156,158,32732656
32734724,156,158,32734952
32737020,156,159,32737248
32739312,157,205,32739536
32741608,155,632,32741832
32743904,155,612,32744128
32746200,155,631,32746424
32748492,155,623,32748720
32750788,155,621,32751016
32753084,156,626,32753312
32755376,156,633,32755600
32757672,161,656,32757896
32759968,372,668,32760192
32762264,433,616,32762488
32764560,433,624,32764784
32766852,440,620,32767080
32769148,434,622,32769376
32771444,432,619,32771672
32773740,440,626,32773968
32776032,525,448,32776256
32778328,502,161,32778552
32780624,417,158,32780848
32782920,428,158,32783144
32785212,426,158,32785440
32787508,425,158,32787736
32789804,422,158,32790032
32792096,421,159,32792320
32794392,288,158,32794616
32796692,158,158,32796920
32798984,156,158,32799208
32801280,156,158,32801504
32803572,156,158,32803800
32805868,155,158,32806096
32808164,156,159,32808392
32810460,156,169,32810688
32812752,155,572,32812976
32815048,156,611,32815272
32817344,155,628,32817568
32819636,155,625,32819864
32821932,155,622,32822160
32824228,156,625,32824456
32826524,156,632,32826752
32828820,161,656,32829048
32831112,362,670,32831336
32833408,439,615,32833632
32835704,431,623,32835928
32838000,438,619,32838224
32840292,435,622,32840520
32842588,432,619,32842816
32844884,441,627,32845112
32847180,520,435,32847408
32849472,519,161,32849696
32851768,420,158,32851992
32854064,429,158,32854288
32856356,427,158,32856584
32858652,429,158,32858880
32860948,425,159,32861176
32863248,417,159,32863472
32865540,217,159,32865768
32867832,157,158,32868056
32870128,156,158,32870352
32872424,156,158,32872648
32874720,156,158,32874944
32877012,156,159,32877240
32879308,156,159,32879536
32881604,157,255,32881832
32883900,156,652,32884128
32886192,155,614,32886416
32888488,155,631,32888712
32890784,155,624,32891008
32893076,155,621,32893304
32895372,155,626,32895600
32897668,157,665,32897896
32899964,197,625,32900192
32902256,519,610,32902480
32904552,422,622,32904776
32906848,446,620,32907072
32909144,433,621,32909368
32911440,429,618,32911664
32913732,433,622,32913960
32916028,496,571,32916256
32918324,438,165,32918552
32920620,420,158,32920848
32922912,427,158,32923136
32925208,426,158,32925432
32927504,426,158,32927728
32929804,419,158,32930032
32932092,420,159,32932320
32934388,296,158,32934616
32936684,158,158,32936912
32938980,156,158,32939208
32941272,156,158,32941496
32943568,156,158,32943792
32945864,156,158,32946088
32948160,156,159,32948384
32950452,157,236,32950680
32952748,156,650,32952976
32955044,155,614,32955272
32957340,155,631,32957568
32959632,155,623,32959856
32961928,155,620,32962152
32964224,156,626,32964448
32966520,156,665,32966744
32968812,190,624,32969040
32971108,522,610,32971336
32973404,421,622,32973632
32975700,446,619,32975928
32977992,429,620,32978216
32980288,429,619,32980512
32982584,430,620,32982808
32984880,525,522,32985104
32987172,463,163,32987400
32989468,417,159,32989696
32991764,429,158,32991992
32994060,425,158,32994288
32996360,428,158,32996584
32998648,424,159,32998872
33000944,416,159,33001168
33003236,168,159,33003464
33005532,156,159,33005760
33007828,156,158,33008056
33010124,156,158,33010352
33012420,156,158,33012648
33014712,156,158,33014936
33017008,156,161,33017232
33019304,156,458,33019528
33021600,156,620,33021824
33023892,155,624,33024120
33026188,155,627,33026416
33028484,155,623,33028712
33030780,156,623,33031008
33033072,156,633,33033296
33035368,162,658,33035592
33037664,402,663,33037888
33039960,425,617,33040184
33042252,439,624,33042480
33044548,433,623,33044776
33046844,427,619,33047072
33049136,437,621,33049360
33051432,447,643,33051656
33053728,483,200,33053952
33056024,454,159,33056248
33058316,421,158,33058544
33060612,426,158,33060840
33062908,429,158,33063144
33065204,421,158,33065432
33067496,423,159,33067720
33069792,320,158,33070016
33072088,158,158,33072312
33074384,156,158,33074608
33076680,156,158,33076904
33078972,156,158,33079200
33081268,156,158,33081496
33083564,156,159,33083792
33085856,156,372,33086080
33088152,156,645,33088376
33090448,155,623,33090680
33092744,155,629,33092968
33095040,155,623,33095264
33097332,155,622,33097560
33099628,156,632,33099856
33101924,159,656,33102152
33104220,361,670,33104448
33106512,431,615,33106736
33108808,437,624,33109032
33111104,434,622,33111328
33113400,429,619,33113624
33115692,436,620,33115920
33117988,447,645,33118216
33120284,476,189,33120512
33122580,455,159,33122808
33124872,422,158,33125096
33127168,426,158,33127392
33129464,430,158,33129688
33131760,422,158,33131984
33134052,421,159,33134280
33136348,245,158,33136576
33138644,157,158,33138872
33140940,156,158,33141168
33143232,156,158,33143456
33145528,156,158,33145752
33147824,155,159,33148048
33150116,156,160,33150344
33152412,156,450,33152640
33154708,156,618,33154936
33157004,155,625,33157248
33159300,155,628,33159528
33161592,156,622,33161816
33163888,156,626,33164112
33166184,156,634,33166408
33168476,163,656,33168704
33170772,474,644,33171000
33173068,421,618,33173296
33175364,444,621,33175592
33177660,433,621,33177888
33179952,428,619,33180176
33182248,432,622,33182472
33184544,512,551,33184776
33186840,459,163,33187064
33189132,417,159,33189360
33191428,428,158,33191656
33193724,426,158,33193952
33196020,430,158,33196248
33198312,423,158,33198536
33200608,450,159,33200832
33202904,164,159,33203128
33205200,156,158,33205424
33207492,156,157,33207720
33209788,156,158,33210016
33212084,156,159,33212312
33214380,156,159,33214608
33216672,157,171,33216896
33218968,155,618,33219192
33221264,155,613,33221488
33223560,155,630,33223784
33225852,155,624,33226080
33228148,155,620,33228376
33230444,156,624,33230672
33232740,157,673,33232968
33235032,349,663,33235256
33237328,448,613,33237552
33239624,431,624,33239848
33241916,440,620,33242144
33244212,432,621,33244440
33246508,433,620,33246736
33248804,447,653,33249032
33251096,494,229,33251320
33253400,470,159,33253624
33255688,422,158,33255912
33257984,426,158,33258208
33260276,428,158,33260504
33262572,422,158,33262800
33264868,416,159,33265096
33267164,178,159,33267392
33269460,156,158,33269688
33271752,156,158,33271976
33274048,156,158,33274272
33276344,156,158,33276568
33278640,155,158,33278864
33280932,156,163,33281160
33283228,156,540,33283456
33285524,156,610,33285752
33287820,155,631,33288048
33290112,155,624,33290336
33292408,155,621,33292632
33294704,156,626,33294928
33297000,156,668,33297224
33299292,257,639,33299520
33301588,488,610,33301816
33303884,431,622,33304112
33306180,438,619,33306408
33308472,434,622,33308696
33310768,433,619,33310992
33313064,445,657,33313288
33315360,499,256,33315584
33317652,481,159,33317880
33319956,423,159,33320184
33322244,427,159,33322472
33324540,431,158,33324768
33326832,422,158,33327056
33329128,420,159,33329352
33331424,184,158,33331648
33333720,156,158,33333944
33336012,156,158,33336240
33338308,156,158,33338536
33340604,156,158,33340832
33342900,155,159,33343128
33345192,156,166,33345416
33347488,155,592,33347712
33349784,155,613,33350008
33352080,155,631,33352304
33354372,155,623,33354600
33356668,155,620,33356896
33358964,155,626,33359192
33361256,158,665,33361480
33363552,358,670,33363776
33365848,437,615,33366072
33368144,436,625,33368368
33370440,433,623,33370664
33372732,426,620,33372960
33375028,433,622,33375256
33377324,484,583,33377552
33379616,446,164,33379840
33381912,416,158,33382136
33384208,427,158,33384432
33386508,425,158,33386736
33388800,427,158,33389024
33391092,422,158,33391320
33393388,483,158,33393616
33395684,160,159,33395912
33397980,156,158,33398208
33400272,156,158,33400496
33402568,155,158,33402792
33404864,155,158,33405088
33407160,156,160,33407384
33409452,156,436,33409680
33411748,156,619,33411976
33414044,155,624,33414272
33416340,155,626,33416568
33418632,155,620,33418856
33420928,156,627,33421152
33423224,156,646,33423448
33425516,196,624,33425744
33427812,499,610,33428040
33430108,431,622,33430336
33432404,438,620,33432632
33434700,433,621,33434928
33436992,433,620,33437216
33439288,447,650,33439512
33441584,469,178,33441808
33443880,434,159,33444104
33446172,427,158,33446400
33448468,427,158,33448696
33450764,429,158,33450992
33453064,422,158,33453288
33455352,489,158,33455576
33457648,162,159,33457872
33459944,156,158,33460168
33462236,156,158,33462464
33464532,155,158,33464760
33466828,156,158,33467056
33469124,156,159,33469352
33471420,156,388,33471648
33473712,156,623,33473936
33476008,155,624,33476232
33478304,155,625,33478528
33480600,155,620,33480824
33482892,156,627,33483120
33485188,156,660,33485416
33487484,240,635,33487712
33489780,483,611,33490008
33492072,431,623,33492296
33494368,440,620,33494592
33496664,432,621,33496888
33498960,436,620,33499184
33501252,452,620,33501480
33503548,438,165,33503776
33505844,417,158,33506072
33508140,428,158,33508368
33510432,426,158,33510656
33512728,430,158,33512952
33515024,423,158,33515248
33517320,461,159,33517544
33519612,159,158,33519848
33521908,156,158,33522136
33524204,156,158,33524432
33526500,156,158,33526728
33528792,155,159,33529016
33531088,156,162,33531312
33533384,156,528,33533608
33535680,156,611,33535904
33537972,155,630,33538200
33540268,155,624,33540496
33542564,155,620,33542792
33544860,156,630,33545088
33547152,160,656,33547384
33549448,408,661,33549672
33551744,422,619,33551968
33554036,443,621,33554264
33556332,433,621,33556560
33558628,429,620,33558856
33560924,438,624,33561152
33563220,495,375,33563448
33565512,514,159,33565736
33567808,423,159,33568032
33570104,426,158,33570328
33572400,427,158,33572624
33574692,421,158,33574920
33576988,419,159,33577216
33579284,164,158,33579512
33581576,156,158,33581800
33583872,156,158,33584096
33586168,156,158,33586392
33588464,156,158,33588688
33590760,156,159,33590984
33593052,156,428,33593280
33595348,156,617,33595576
33597644,155,627,33597872
33599936,155,623,33600160
33602232,155,620,33602456
33604528,156,625,33604752
33606824,156,674,33607048
33609120,354,665,33609344
33611412,435,615,33611640
33613708,441,622,33613944
33616004,433,622,33616232
33618300,429,618,33618528
33620592,432,619,33620816
33622888,520,434,33623112
33625184,526,159,33625408
33627480,424,158,33627704
33629772,429,158,33630000
33632068,431,158,33632296
33634364,423,158,33634592
33636656,417,159,33636880
33638952,164,159,33639176
33641248,156,158,33641480
33643544,156,158,33643768
33645840,156,158,33646064
33648132,156,159,33648360
33650428,156,160,33650656
33652724,156,449,33652952
33655020,156,616,33655248
33657312,156,628,33657536
33659608,155,625,33659832
33661904,155,621,33662128
33664200,156,628,33664424
33666492,159,658,33666720
33668788,376,668,33669016
33671084,420,618,33671312
33673376,444,621,33673600
33675672,433,621,33675896
33677968,430,620,33678192
33680264,440,629,33680488
33682560,493,326,33682784
33684852,479,159,33685080
33687148,425,158,33687376
33689444,426,158,33689672
33691736,429,158,33691960
33694032,422,158,33694256
33696328,492,158,33696552
33698624,160,159,33698848
33700920,156,158,33701144
33703212,156,157,33703440
33705508,156,158,33705736
33707804,155,158,33708040
33710104,156,165,33710328
33712392,155,602,33712616
33714688,155,614,33714912
33716984,155,632,33717208
33719280,155,624,33719504
33721572,155,623,33721800
33723868,156,634,33724096
33726164,167,638,33726392
33728460,519,610,33728688
33730752,429,622,33730976
33733048,439,620,33733272
33735344,430,619,33735568
33737640,435,622,33737864
33739932,486,576,33740160
33742228,472,162,33742456
33744524,422,158,33744752
33746820,432,158,33747048
33749112,431,158,33749336
33751408,421,158,33751632
33753704,418,159,33753928
33756000,166,159,33756224
33758292,157,158,33758520
33760588,156,158,33760816
33762884,156,158,33763112
33765180,156,158,33765408
33767472,156,160,33767696
33769768,156,462,33769992
33772064,156,614,33772288
33774360,155,631,33774584
33776660,155,624,33776888
33778948,155,621,33779176
33781244,156,631,33781472
33783540,161,656,33783768
33785832,455,650,33786056
33788128,423,619,33788352
33790424,446,620,33790648
33792720,432,621,33792944
33795012,432,619,33795240
33797308,447,652,33797536
33799604,458,171,33799832
33801900,421,159,33802128
33804192,428,158,33804416
33806488,427,158,33806712
33808784,426,158,33809008
33811076,425,159,33811304
33813372,336,158,33813600
33815668,157,158,33815896
33817964,156,158,33818192
33820260,156,158,33820488
33822552,156,158,33822776
33824848,156,159,33825072
33827144,156,338,33827368
33829440,156,631,33829664
33831732,155,624,33831960
33834028,155,624,33834256
33836324,155,620,33836552
33838620,155,624,33838848
33840912,158,665,33841136
33843216,378,667,33843440
33845504,421,618,33845728
